"","it","dim","N","pr","lh","prior"
"9181",9181,5,326.335412100971,0.00262818450830356,-8396.20622715202,-1737.00741511257
"9182",9182,5,257.064382010205,0.00115020767952087,-8378.49631315033,-1747.33060960738
"9183",9183,6,235.97427549701,0.0030397040040702,-8393.34934221488,-1751.74444499137
"9184",9184,5,368.658799442807,0.00410189620530631,-8432.43472180114,-1697.26221792728
"9185",9185,5,351.075076794162,0.00185191068519758,-8434.85614579181,-1691.3624909332
"9186",9186,5,272.427902552346,0.000712992892275107,-8407.58597875178,-1720.09437272572
"9187",9187,5,335.478007676044,0.0020928002679152,-8406.39948098581,-1728.14600609305
"9188",9188,5,331.85347495701,0.00229012833794547,-8409.97051550608,-1721.55885299222
"9189",9189,5,261.575835625579,0.000864478664090692,-8413.91106739356,-1715.80808978663
"9190",9190,5,144.87058383078,0.00520422647935548,-8437.570250698,-1687.45698969406
"9191",9191,5,193.26604210743,0.00278783572697454,-8408.66255979319,-1714.75969379662
"9192",9192,5,219.556133551742,0.00212939263839121,-8374.69110017319,-1755.22073349309
"9193",9193,5,271.794909319912,0.0017783310999586,-8410.48681131507,-1715.68193442166
"9194",9194,5,252.454996077588,0.00356927207171876,-8378.80864358475,-1747.03854474506
"9195",9195,5,215.777914716628,0.00175702534127585,-8408.69977397369,-1714.53999734492
"9196",9196,5,213.702213279822,0.00195653474826892,-8409.93052493488,-1717.27414838579
"9197",9197,5,213.850297066584,0.00263312324809925,-8436.51739853255,-1688.20811633154
"9198",9198,5,298.930012311226,0.00159026734023376,-8401.84447041334,-1726.32830712935
"9199",9199,5,214.143135571572,0.00121293432542894,-8372.59582266778,-1753.24430129353
"9200",9200,5,172.108177275743,0.0028535487785877,-8359.56692834127,-1769.13544305313
"9201",9201,5,266.468333363553,0.00508751637379762,-8408.13476077709,-1726.3066596651
"9202",9202,6,220.178879769633,0.00206666460968589,-8329.05468056053,-1804.56443072356
"9203",9203,6,200.736833454524,0.00131564620495577,-8339.30356680502,-1795.97376386758
"9204",9204,5,155.509171297915,0.00291009636472194,-8375.72175974952,-1752.6660662074
"9205",9205,5,235.235757492551,0.00133272400415385,-8393.5058696469,-1738.09903246855
"9206",9206,5,237.64662290499,0.00240290762880854,-8401.61761550927,-1727.67674815217
"9207",9207,5,330.617961585002,0.00141307499147903,-8374.89822762957,-1757.40731418137
"9208",9208,5,296.633923391231,0.000197744920017622,-8383.70747206087,-1744.71869356485
"9209",9209,5,202.393323338638,0.000387512778230278,-8372.3404413072,-1759.07046271117
"9210",9210,5,180.590489945752,0.00477310941234303,-8376.23948007261,-1754.94550507333
"9211",9211,5,190.52428881551,0.00110229076549989,-8406.94867596484,-1718.49436304862
"9212",9212,5,243.831127861362,0.0027475500179159,-8402.46196919877,-1718.63811812605
"9213",9213,5,230.352313901773,0.0018531393832089,-8402.91624953202,-1726.88231239027
"9214",9214,5,237.900912605577,0.000814117399737533,-8440.33950657137,-1686.28569973063
"9215",9215,5,201.242029794076,0.00192627573853655,-8412.56293981486,-1714.49240449207
"9216",9216,5,168.41718532226,0.0019915685329773,-8408.72738411161,-1716.83048185149
"9217",9217,5,249.036985005179,0.00116833707859686,-8439.59989510982,-1686.79659214319
"9218",9218,6,211.719667855586,0.000941697523349007,-8415.31488878857,-1722.98522347831
"9219",9219,5,189.894892156183,0.000701195710355937,-8435.01457515615,-1687.32140043519
"9220",9220,5,118.43642791384,0.00184234883368133,-8400.29374005005,-1725.7258408994
"9221",9221,5,235.967762576569,0.000960207114192699,-8381.05389330639,-1744.42130656702
"9222",9222,6,137.867591513859,0.000656406716494183,-7959.70006933495,-2171.90202571302
"9223",9223,6,159.185947021713,0.00553583947456839,-7959.51880882379,-2168.38570568954
"9224",9224,6,207.459669569968,0.00494551231277957,-7935.30699655237,-2198.26723492954
"9225",9225,7,228.325125549878,0.00102305532360238,-7907.67826325427,-2231.6028299802
"9226",9226,8,175.609509815253,0.00413184305549117,-7867.17368725199,-2276.33892672592
"9227",9227,7,158.108327658384,0.00138492035839194,-7903.59963720068,-2226.94284463477
"9228",9228,7,178.413224749814,0.00315714933279393,-7908.23135059266,-2226.58369757686
"9229",9229,7,187.347303773411,0.00139397043628194,-7883.25494021181,-2248.42841845782
"9230",9230,7,187.761859931574,0.00183553768621028,-7903.43590679475,-2224.9010750353
"9231",9231,7,179.266011033617,0.0027447092853622,-7887.62812432402,-2238.91055013199
"9232",9232,7,172.857019858539,0.000406883444123079,-7882.91473558047,-2249.8568348194
"9233",9233,8,223.801371157703,0.00110904051312139,-7853.52029284582,-2289.28089932309
"9234",9234,7,235.443835773762,0.00436285817159904,-7919.59058515346,-2218.69545034612
"9235",9235,7,184.576765050382,0.00381869962797759,-7905.84221805038,-2227.33602588826
"9236",9236,7,130.484240112368,0.0017201715234151,-7902.73312239212,-2220.33876861086
"9237",9237,7,153.239507275294,0.00299485394540052,-7909.56486257007,-2219.15314755631
"9238",9238,7,161.124350721533,0.000276441263273341,-7888.69624949192,-2237.0248620059
"9239",9239,7,229.83524412075,0.00130920292820904,-7881.26315529722,-2252.60479002942
"9240",9240,7,170.134713210498,0.00578510837365686,-7900.10691328093,-2238.1327384781
"9241",9241,7,172.735215172327,0.00437075237960843,-7912.42969777294,-2218.6292457128
"9242",9242,7,229.992838028444,0.00506792401921573,-7896.18855013347,-2234.12432340001
"9243",9243,7,234.809840433375,0.00172416736252581,-7903.83114118482,-2234.98399054985
"9244",9244,6,201.08743686445,0.00242614621213237,-7980.56038021235,-2154.49118573849
